VIRTUAL_MACHINE.ID,VIRTUAL_MACHINE.Name,VIRTUAL_MACHINE.cloudPlatform,VIRTUAL_MACHINE.externalId,VIRTUAL_MACHINE.status,REGION.ID,REGION.Name,NETWORK_INTERFACE.ID,NETWORK_INTERFACE.Name,NETWORK_ADDRESS.ID,NETWORK_ADDRESS.Name,HOSTED_TECHNOLOGY.ID,HOSTED_TECHNOLOGY.Name,HOSTED_TECHNOLOGY.version
8a4ba0c2-dd3c-5ce0-b179-d438078ad4b6,TRM-QA-4166,AWS,i-0ee479c9d2bcf459d,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),292c3f05-42da-5c22-8066-63dcaccbf11e,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0b0d1bb2e28abab73,019990c3-1480-5b76-a146-233b9278639b,10.154.55.76,ed241528-e515-5ca0-9bca-bbe1d791440d,Linux Red Hat (TRM-QA-4166),6.10
5fea9422-f7ad-55f3-b816-a97d4c83fb29,osttra-crushftp-qa-server,AWS,i-0a9249467d8b67dbe,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),c7b2a8c2-3da0-5353-bfdf-c1c4936b026a,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0e1701baba1f7b289,4761f47b-4a44-58cf-98d3-f546e844fb66,10.101.1.129,ae0b873f-7082-5175-86df-884d09147394,Linux Red Hat (osttra-crushftp-qa-server),9.5
3a189f2b-b57f-53a0-b0b1-12d3c5c8ef96,tlab-h3-reg-app1,AWS,i-009a89dcbc3fb9e20,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),77562bf3-75a8-5f3e-9319-462496d48d58,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0436ac2b72aebee7c,86bf7784-47d4-5464-9ef2-c447205e79ea,10.154.54.221,7b23a3b4-418b-5151-ae64-00db1c8b2dcf,Linux Red Hat (tlab-h3-reg-app1),6.7
37ce112f-4b9a-55f6-b244-ab0df1cd5c93,JUP-C7-playground-for-jenkins-slave-ami,AWS,i-0771ec9e185f29fb6,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),caa3b25a-f985-507e-a819-c663af27fb8b,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0be8bd930c00f37e8,807bef94-2b24-53b3-b7f0-d99b405450b5,10.150.0.127,6b5f40d1-bb00-5102-b6f7-f389ba51b681,Linux CentOS (JUP-C7-playground-for-jenkins-slave-ami),7.2.1511
817a33da-a67f-5bea-b9c3-7d76d0cf6a20,temp-rhel9-delete-after-27jul2024,AWS,i-0f7da221bb1ac63b6,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),2c57d0de-af9f-5f52-8bd7-ebf252d34389,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0f9eb272e8cbb1ea7,10c5a823-1139-55f1-9df3-c75e11075b13,10.101.0.144,01aacf91-2883-5bc7-b830-5833a6bb187f,Linux Red Hat (temp-rhel9-delete-after-27jul2024),9.4
3263b37d-602b-5f06-bc43-b1a0876f2631,temp-jenkins-slave,AWS,i-02b557ebc3c7d4ce9,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),b14c56ed-8b6b-5b3d-8d4e-c4d5d66a082b,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0ba6397b2e8245aa4,fa52b8ac-723a-5e09-81a4-3822a03b4ce5,10.101.5.210,8da69db5-078f-584a-b996-669985387fa3,Linux CentOS (temp-jenkins-slave),6.8
6edc6a8e-bd02-5f0b-bdee-4f31f3ce004c,tlab-h3-reg-app,AWS,i-04ef5198149fe76a3,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),d245818d-941c-52cf-b6bb-86d9fc8434e1,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0478320adc3223b8b,3eb4e47f-9b27-5cf8-8ca8-1653f2565e4d,10.154.51.0,cc7dd205-e8be-5fd7-9a75-7e981c71b25e,Linux Red Hat (tlab-h3-reg-app),6.7
bb43a624-c87b-589b-a256-8a76cd804362,trm-rhel8-latest-playground-for-jenkins-slave,AWS,i-0328980cc206dd962,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),f4002d62-cecc-5816-ac34-84501a509847,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0ddb19253558961b7,87505a80-a2ac-54a1-83f5-53eb0bff2f6e,10.150.0.221,7a5645b2-5138-5b5f-a745-6dd88886f8a0,Linux Red Hat (trm-rhel8-latest-playground-for-jenkins-slave),8.9
d2705086-7ef8-566d-9120-0561b5583046,qa-env-0141,AWS,i-09f8cbc8122cd31da,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),bafa9a0e-a000-5d74-999b-24669187690d,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0deff604c91c58c4c,a9d99af7-fd3b-5955-8805-a75d322142cc,10.154.54.125,2424332c-d5e1-5dc8-ac76-9387a68b8ccb,Linux Red Hat (qa-env-0141),6.10
e8af0a4a-493f-5cfc-b1bc-aa879bd6dc95,cloud-custodian-orchestrator,AWS,i-016a162c667bed471,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),e12f06d4-9878-5bea-b337-87388e8ebd2b,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0ea2128d353cd41a6,09005eaa-aeec-5533-90d8-8c99c074433b,10.101.5.144,42575456-cab0-562a-a60a-abf7b6daca7f,Amazon Linux 2023 (cloud-custodian-orchestrator),2023 (Amazon Linux)
fa8c2183-529e-54d1-ad59-605cb6e7aa16,tlab-spider-qa-app,AWS,i-04cec4684bdd14190,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),afa49044-7dfa-5558-8f7c-74764b68cefe,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0b4e6b2aa08316833,1d65c380-ba9a-5b9e-943c-0c519bcb3ff9,10.154.51.70,28a32da1-d15a-55bf-94d6-0e3703da47d5,Linux Red Hat (tlab-spider-qa-app),6.7
e03b786c-31d0-52f0-821a-a42a0210f3a8,Roger,AWS,i-081ecb48ed34d44aa,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),c1531c6f-63b0-5138-a13e-57ca4fcaac96,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0266b96f6f5c94471,baba1028-0cf7-543a-906a-7eccb262fbb6,10.150.0.223,abe35b4d-852a-5844-8a55-7e21a2a4efe4,Linux CentOS (Roger),7.3.1611
4d594cff-5140-5b48-b6ec-fc8727561c0c,RDP-Server-Bloomberg,AWS,i-0bbe36f729d9ce96d,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),57a77ae6-bce0-5a19-8cbf-3bb2c9349ff0,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-021e95e789eac9bdd,f2b31eef-4c15-5b40-9ac0-eb41753916a5,10.101.4.234,7c706b1d-24fb-524a-b801-4352172c670c,Windows Server 2022 (RDP-Server-Bloomberg),20348.2031
018011ae-9c8f-5bbd-bd77-a45d20b25155,tlab-h3reg-app11,AWS,i-0b5525e548569f4c5,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),98acb39c-ac03-5d61-aa90-d077f204c8c6,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-090000c303bb53fdc,acf57916-c064-5cf2-af63-01d5e02a0bb6,10.154.50.52,f445409e-dda0-56b4-839d-c0600cc8452f,Linux Red Hat (tlab-h3reg-app11),6.7
9a6cbdd0-8335-5c5f-b0d7-fb465809b09d,tlab-h5-perfor-app,AWS,i-00577c3b28d6e2c07,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),9c726ee6-7ec0-5ab4-b3d4-5f97941bf1bc,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0c3283bf96283ab6d,5abdd4af-8a20-5a78-b905-02229988e3ab,10.154.50.121,3d7d2188-40fc-524b-b658-f6815ad53959,Linux Red Hat (tlab-h5-perfor-app),6.10
0378a2e5-a5e8-58e8-95e6-5af6e67a031e,lab-jetbrains,AWS,i-0721248fcf5ca3ea1,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),a5ec7ccd-78fa-5048-8177-150714828dab,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0c42fb05c1b56f79a,92eee2d3-38c8-58da-b198-a1d6473b4bd1,10.101.0.190,a15ef32d-0c6d-5e9d-8440-bd3eb46a49e8,Linux CentOS (lab-jetbrains),6.8
d541b64b-01d0-5f46-b724-67bcf364969d,tlab-hls-app1,AWS,i-049109833dee5d764,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),20d4ecb3-890e-5e89-9cf8-a9aa5c6180aa,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-042068134813265d0,3deeda0a-b8ec-5af5-98a3-c2ce240bb539,10.154.51.55,3b490689-1027-55ab-b635-f1e4c92da443,Linux Red Hat (tlab-hls-app1),6.7
45594f8a-8ab1-5916-8786-afcb1a56f3c4,lab-aps1-ca1,AWS,i-0ad5fc86460208f22,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),f6f1d0c3-e83f-50b9-85be-92e7a574411d,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0df86659c54db5d8b,d7a8e5f7-8d3f-5553-aecb-9cad37f68caa,10.101.4.7,8fe1560d-c369-5819-89da-7c01b4c6d897,Windows Server 2019 (lab-aps1-ca1),17763.7919
4223c3c5-319f-520e-bab1-99b8cba77562,MQ-INT-TEST,AWS,i-023ca2def5b503c4d,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),0d393570-8cfc-58c3-a8e5-efa0c5af103f,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-055f8b00df0c3400b,f87b1373-adcf-5b82-97f6-6631a6ad9a70,10.101.2.94,784733ab-00a3-55b3-9db8-1a9ba7792cce,Windows Server 2016 (MQ-INT-TEST),14393.8519
