VIRTUAL_MACHINE.ID,VIRTUAL_MACHINE.Name,VIRTUAL_MACHINE.cloudPlatform,VIRTUAL_MACHINE.externalId,VIRTUAL_MACHINE.status,REGION.ID,REGION.Name,NETWORK_INTERFACE.ID,NETWORK_INTERFACE.Name,NETWORK_ADDRESS.ID,NETWORK_ADDRESS.Name,HOSTED_TECHNOLOGY.ID,HOSTED_TECHNOLOGY.Name,HOSTED_TECHNOLOGY.version
8a4ba0c2-dd3c-5ce0-b179-d438078ad4b6,TRM-QA-4166,AWS,i-0ee479c9d2bcf459d,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),292c3f05-42da-5c22-8066-63dcaccbf11e,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0b0d1bb2e28abab73,019990c3-1480-5b76-a146-233b9278639b,10.154.55.76,ed241528-e515-5ca0-9bca-bbe1d791440d,Linux Red Hat (TRM-QA-4166),6.10
3a189f2b-b57f-53a0-b0b1-12d3c5c8ef96,tlab-h3-reg-app1,AWS,i-009a89dcbc3fb9e20,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),77562bf3-75a8-5f3e-9319-462496d48d58,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0436ac2b72aebee7c,86bf7784-47d4-5464-9ef2-c447205e79ea,10.154.54.221,7b23a3b4-418b-5151-ae64-00db1c8b2dcf,Linux Red Hat (tlab-h3-reg-app1),6.7
8abf8d7d-03ac-5e30-a087-96b5e40509dd,traiana-fx-trm-automation-non-prod-asg,AWS,i-0742aeba16583c965,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),9acd33d7-91ec-5145-aad5-9e04b53778b0,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-05198cbb9bc256921,ea83e8c7-3d46-51a6-be67-33132d15a41c,10.101.4.44,8ed2581d-ebd1-5a6c-9bdf-618fb9f3b92e,Windows Server 2022 (traiana-fx-trm-automation-non-prod-asg),20348.1607
bb43a624-c87b-589b-a256-8a76cd804362,trm-rhel8-latest-playground-for-jenkins-slave,AWS,i-0328980cc206dd962,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),f4002d62-cecc-5816-ac34-84501a509847,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0ddb19253558961b7,87505a80-a2ac-54a1-83f5-53eb0bff2f6e,10.150.0.221,7a5645b2-5138-5b5f-a745-6dd88886f8a0,Linux Red Hat (trm-rhel8-latest-playground-for-jenkins-slave),8.9
fa8c2183-529e-54d1-ad59-605cb6e7aa16,tlab-spider-qa-app,AWS,i-04cec4684bdd14190,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),afa49044-7dfa-5558-8f7c-74764b68cefe,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0b4e6b2aa08316833,1d65c380-ba9a-5b9e-943c-0c519bcb3ff9,10.154.51.70,28a32da1-d15a-55bf-94d6-0e3703da47d5,Linux Red Hat (tlab-spider-qa-app),6.7
4479430a-98bf-551c-8d13-f5f04869e15b,ec2l-con-mq1_2,AWS,i-011f9c1e3980cc7cd,Inactive,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),cd96e83a-771d-5eb7-9ca4-874541bf6138,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-060fb6a117f5c9fe7,1ead6fce-696b-5a65-b1e0-7382cd4d0e27,10.150.0.9,153aaaea-54cd-5484-b02f-a0f20cc182fe,Windows Server 2012 R2 (ec2l-con-mq1_2),9600.20878
e5912af4-ff1d-5e88-abbb-f2f382e26773,tlab-spider-uat-app1,AWS,i-05fe8f9d985abc41b,Inactive,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),b2956937-04e8-5457-8eb3-9fa879f25faa,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0af777cf8ddc11149,0728db6b-d59b-5953-b6f9-ed17fdc4e2e7,10.154.55.148,4fae177c-799d-568a-bf7a-a046c5b7041d,Linux Red Hat (tlab-spider-uat-app1),6.7
ec58689d-73e8-5876-a539-668ff3422a2a,lab-aps1-proxy-new-rhel7,AWS,i-0691f165581862095,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),3504ff70-8815-5262-8526-11f6fbcbd945,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0250c0d675cf3b66f,b84ca5fe-d36f-549e-a9e3-5636aa472601,10.101.5.56,b4060a69-3d32-546b-a429-642a9b7062f0,Linux Red Hat (lab-aps1-proxy-new-rhel7),7.9
ec58689d-73e8-5876-a539-668ff3422a2a,lab-aps1-proxy-new-rhel7,AWS,i-0691f165581862095,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),c9fd34a9-e1ef-5ae0-8956-5ff101e287bc,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-04ac23dd35f76f612,e6759c40-a66e-5fcd-9e23-c7247e1fa77b,10.101.4.253,b4060a69-3d32-546b-a429-642a9b7062f0,Linux Red Hat (lab-aps1-proxy-new-rhel7),7.9
3118d065-b5ff-5893-9c38-d809d48bbf53,tlab-h3-reg-app2,AWS,i-0ddf8bb69a4c53f6f,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),119701fb-2396-5962-aed4-d8d273d01a43,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-06bdef70c2b1114ad,ff55b752-c896-521a-9e35-6c48bb6febe7,10.154.54.46,5ebe52e6-7434-5dd9-ad8a-61ab5bfbead6,Linux Red Hat (tlab-h3-reg-app2),6.7
8c445cb6-c19e-5104-9cea-d5f209e25e73,RD-JUP-CI7-NEW,AWS,i-0e7ae9b16645fe92a,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),4f558401-a5e4-5493-9457-ba35fb5d7bb2,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0a0c1f53c7079bbec,0563a826-0121-591b-9bc5-60ea6dac673e,10.101.1.156,dc962680-f5b8-5f76-8196-ec7119ee5aa3,Linux CentOS (RD-JUP-CI7-NEW),6.5
7e328c53-beb8-5365-b2ee-c4761ca65e60,rd-rundeck-dev,AWS,i-010c761f4c362a185,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),7fd40bce-9b39-57a4-9480-accdfdbc2740,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-037aee23584b6881a,49c0d0a3-26cb-5080-b448-654a6846eadb,10.101.1.77,efa49b9b-640e-582f-9ed4-38cbd69ed055,Linux CentOS (rd-rundeck-dev),6.5
