VIRTUAL_MACHINE.ID,VIRTUAL_MACHINE.Name,VIRTUAL_MACHINE.cloudPlatform,VIRTUAL_MACHINE.externalId,VIRTUAL_MACHINE.status,REGION.ID,REGION.Name,NETWORK_INTERFACE.ID,NETWORK_INTERFACE.Name,NETWORK_ADDRESS.ID,NETWORK_ADDRESS.Name,HOSTED_TECHNOLOGY.ID,HOSTED_TECHNOLOGY.Name,HOSTED_TECHNOLOGY.version
c5ec2ff1-382b-5354-8b0b-13e84f43d218,lab-aps1-jen-dba1,AWS,i-0fa32ced80d87ab74,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),629f113e-4cae-577d-afe3-ca4684928fb7,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0ee1a11cd8560c984,0948459d-7873-59d1-b84c-4016e517d05c,10.101.4.55,398c3097-3eaf-5506-8aac-08316bfaebad,Linux Red Hat (lab-aps1-jen-dba1),8.6
e3b3db0f-4db2-56f4-9f30-c32a9a5e6966,lab-aps1-rnd-dnmqa1,AWS,i-0dc70c9664114b692,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),92f7e5c3-9144-5489-9db5-29a47cdaa67f,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0436f7f44dfdda4d3,14998704-14fa-5c2b-9741-fba3f1da1940,10.101.0.34,1166bb4d-81cd-5ab8-b801-e7f47ba6d0ff,Linux Red Hat (lab-aps1-rnd-dnmqa1),6.10
e3b3db0f-4db2-56f4-9f30-c32a9a5e6966,lab-aps1-rnd-dnmqa1,AWS,i-0dc70c9664114b692,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),9c80b857-d5c8-5a19-a9fa-fe1995197f98,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-089044c8e50309cd7,e225d616-76a4-546e-b067-5520ba930173,10.101.5.192,1166bb4d-81cd-5ab8-b801-e7f47ba6d0ff,Linux Red Hat (lab-aps1-rnd-dnmqa1),6.10
b08bac74-c9ee-552b-95a7-a5d01e00578e,osttra-load-injector-nft-machine,AWS,i-05c5107e7cba3ead1,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),db25c3ba-4635-51d5-aac6-db5f3f54b7ce,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0740eea9aaa4d3275,a181fcb5-829b-5284-a009-f1907861da2e,10.154.58.149,55ec4097-9b29-590d-a9fe-7516aa69417a,Amazon Linux 2 (osttra-load-injector-nft-machine),2 (Karoo)
452557f9-f0eb-557f-add3-3057dce72db1,lab-aps1-stash-ora11,AWS,i-065ec872436a75866,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),28fe9b76-b427-55fe-932f-048fdc59f142,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0fd26bb543c1b6113,684eaf8e-4482-55ba-8384-5bcee312b316,10.101.4.255,3f6c6e9c-109e-5224-9d39-ef663cf1e625,Linux Red Hat (lab-aps1-stash-ora11),7.9
a0f340d8-71ce-5db2-b8a9-c298271f9707,lab-aps1-rnd-app4,AWS,i-02af42a522563d359,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),9c35f219-d22d-5601-ba1d-a87b519a8912,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0a9cc9680c4302dcd,f8804ae7-4d7d-565d-a2f1-dbb083b485aa,10.101.4.113,39c1d84a-934f-55fc-939f-1c269188d773,Linux Red Hat (lab-aps1-rnd-app4),6.10
a0f340d8-71ce-5db2-b8a9-c298271f9707,lab-aps1-rnd-app4,AWS,i-02af42a522563d359,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),e6b4747a-5fb2-539e-98ab-005c59deaa77,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0d12949764d7fbd08,368c04f1-01d8-57e5-8d36-f505235e5d43,10.101.1.228,39c1d84a-934f-55fc-939f-1c269188d773,Linux Red Hat (lab-aps1-rnd-app4),6.10
9bd750b1-18a8-581d-88ac-0ca1ee5a2417,lab-aps1-ci-ora1,AWS,i-062e9bde0373a9e0b,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),77c72c8a-6684-5b7b-ab1b-a60dec339770,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-06eaa97f647ddfb57,6db08059-f8c9-50d7-9664-2f8cf7daa8c9,10.101.5.179,09c1faff-80c9-5e0d-a74b-85ab96147ab9,Linux Red Hat (lab-aps1-ci-ora1),7.9
22717d27-3e9b-5825-8475-0c9725fc0364,lab-aps1-rnd-app23,AWS,i-0ab08f3a91bd8b9dd,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),79629c7c-a062-50f4-af5e-95bb63886b36,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-045fae69076771eee,621a5280-68a6-5c1e-85e7-9e840f4345e9,10.101.4.12,cea78f59-81a3-5790-9576-f9b69907a832,Linux Red Hat (lab-aps1-rnd-app23),6.10
22717d27-3e9b-5825-8475-0c9725fc0364,lab-aps1-rnd-app23,AWS,i-0ab08f3a91bd8b9dd,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),b4aae0ce-bb7b-5abf-99b2-57485213f69e,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0d89287fbc581c902,f722e8fd-c200-571c-8964-369447cea91f,10.101.0.202,cea78f59-81a3-5790-9576-f9b69907a832,Linux Red Hat (lab-aps1-rnd-app23),6.10
d8b30bfd-62c8-5f69-a881-6883a1e43f3c,nodes.k8s-eq-platform.traiana-regration-lab.lab,AWS,i-0c7811aa07f6870cc,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),115e4b47-97fb-5b50-97fc-b91281c11117,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-07a384d7d262c0b94,62f628ca-6c42-544d-a427-48a10cdecaa5,10.154.59.164,e0ef885e-b922-56ab-b3a1-aa814009923b,Linux Debian (nodes.k8s-eq-platform.traiana-regration-lab.lab),9.6
45ece04a-a5a9-5e28-8a10-8e518cbfd477,osttra-harmony3,AWS,i-0edf0045d24943149,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),020fa503-58a2-5d88-bc50-9b65fd6f043a,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0aeafe0ce582f87da,bc124b36-278b-57f2-a5fe-64618f63a3b0,10.101.1.29,b7c901c4-503d-5388-9058-01bdea86890a,Linux Red Hat (osttra-harmony3),8.9
45ece04a-a5a9-5e28-8a10-8e518cbfd477,osttra-harmony3,AWS,i-0edf0045d24943149,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),95d6aab0-f660-562f-8c49-a4531543b8d8,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0580e8861be4b7b1a,81469898-97b1-5613-81cc-204861276c72,10.101.4.176,b7c901c4-503d-5388-9058-01bdea86890a,Linux Red Hat (osttra-harmony3),8.9
fd0cb1e6-c3c9-5226-af52-5cbf4543db78,lab-aps1-rnd-app12,AWS,i-0fca182f26314d7a9,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),d65b28c0-8227-55e5-86e1-c1a24a3a38d7,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0f206d64cf2596f5f,0c12fa5f-149d-5b15-9f7b-998324269889,10.101.4.247,8af0b145-00ef-578c-b984-c94ba78d3cc5,Linux Red Hat (lab-aps1-rnd-app12),7.9
fd0cb1e6-c3c9-5226-af52-5cbf4543db78,lab-aps1-rnd-app12,AWS,i-0fca182f26314d7a9,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),516ac3e9-ae86-5e67-a26a-a230f392e280,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-082d96201378d53b6,a93e7845-74a4-5d8b-8eff-97165026269e,10.101.1.79,8af0b145-00ef-578c-b984-c94ba78d3cc5,Linux Red Hat (lab-aps1-rnd-app12),7.9
29d894aa-893d-5612-b92d-a6d79766b7ea,lab-lh-perf-ora19,AWS,i-0f723409b7199113b,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),0ccdc941-0c04-5ecf-98d9-5ad0392f7a15,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0519e58d2346a0fba,f6c23874-5dc8-5858-9ae1-9830611adf93,10.101.4.14,2c0dc1ab-6f9b-5f57-9af2-d36c3a4cc8a2,Linux Red Hat (lab-lh-perf-ora19),7.9
d5608360-fae5-5d7e-b3f2-0c11a579d62b,lab-aps1-rnd-qa78,AWS,i-0d68cac4b91094e32,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),be88cf56-903d-529f-8016-a168afbf15c4,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0695e3be7497b822b,f48d3bb2-edfc-55f0-9da0-3072b6b28428,10.101.5.166,2995fd24-c987-5b2a-a74d-a9c4dec87cef,Linux Red Hat (lab-aps1-rnd-qa78),6.10
d5608360-fae5-5d7e-b3f2-0c11a579d62b,lab-aps1-rnd-qa78,AWS,i-0d68cac4b91094e32,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),75f33477-192b-55df-923e-d471794178a0,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0f8a2c09806ef82de,8a84557d-bf15-5e05-a190-3855945697d0,10.101.1.222,2995fd24-c987-5b2a-a74d-a9c4dec87cef,Linux Red Hat (lab-aps1-rnd-qa78),6.10
f4997d26-5b34-5b7e-8fb8-5f96e7f7c473,lab-aps1-ldap-tool,AWS,i-072f184a0397a0f79,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),18610c38-a8fe-5022-8b92-67c5581c52f9,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-024ebc4418f2bebaa,2860b2c6-ba2d-5a8a-9ee7-a42e718089ae,10.101.0.227,fa75214f-4664-5483-9cef-1ceb4e6d392d,Linux Red Hat (lab-aps1-ldap-tool),6.10
f4997d26-5b34-5b7e-8fb8-5f96e7f7c473,lab-aps1-ldap-tool,AWS,i-072f184a0397a0f79,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),c93cc6f6-4f5f-512e-881c-3ff8a75e0e3a,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-030fdc6664926e33f,96da13e7-07c3-5f27-a7e5-0b78117762d4,10.101.4.192,fa75214f-4664-5483-9cef-1ceb4e6d392d,Linux Red Hat (lab-aps1-ldap-tool),6.10
2e0412c7-d57d-599f-9f55-b39c89a4fa30,master-eu-west-1c.masters.k8s-eq-platform.traiana-regration-lab.lab,AWS,i-0d73f7bb409b736f3,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),caa5d55d-ab07-5718-b9a5-1e3da5e1472c,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-0fbe22240a0645940,1e9cf487-6d50-524c-83df-b5d2056c5769,10.154.59.213,6f3d3263-44bb-5c9d-942f-2d9779fe2919,Linux Debian (master-eu-west-1c.masters.k8s-eq-platform.traiana-regration-lab.lab),9.6
17bf8a47-9cd7-50e3-8371-c01793f79b80,lab-aps1-rnd-app13,AWS,i-0ff10c27789d7ffb3,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),8c53dbbc-3332-5066-990b-0b6f790d0da8,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0602d0a42cbf8037b,d175f633-38e4-538f-a2cf-289ceb91d92e,10.101.4.51,eca498f1-36bb-562a-a321-0f62a7cfd10e,Linux Red Hat (lab-aps1-rnd-app13),6.10
17bf8a47-9cd7-50e3-8371-c01793f79b80,lab-aps1-rnd-app13,AWS,i-0ff10c27789d7ffb3,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),02f0f09c-458e-5e5f-8953-c8a69271b62a,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0426246abdd1c9263,bc95d57f-2aff-5467-a03e-68095a0374d7,10.101.1.133,eca498f1-36bb-562a-a321-0f62a7cfd10e,Linux Red Hat (lab-aps1-rnd-app13),6.10
f8373a35-37ca-5627-a813-58823368673e,lab-aps1-rnd-app8,AWS,i-0c08a7813c6b88cae,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),d8c8def0-7cf7-5a91-a6ba-52760c2d5cf1,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-02e7360b99eeacf9a,0bdf14dd-f681-5639-b96a-83020af9027f,10.101.0.73,5ec4f214-b5e6-533a-be10-4d224fe515f3,Linux Red Hat (lab-aps1-rnd-app8),6.10
f8373a35-37ca-5627-a813-58823368673e,lab-aps1-rnd-app8,AWS,i-0c08a7813c6b88cae,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),ae633a4d-6687-5e9a-844e-cf0bcb7dd5a2,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0ff725586e1604983,19eb7ced-be29-5d65-972a-df7d72fa735a,10.101.4.97,5ec4f214-b5e6-533a-be10-4d224fe515f3,Linux Red Hat (lab-aps1-rnd-app8),6.10
a8d7739a-e83d-52c4-89c8-8362e0b463c3,lab-aps1-rnd-app24,AWS,i-0f66b392151749da4,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),39af8eb5-efa7-56bc-9fef-99af94ffc00e,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-05b1a9934891e3cf2,8c1ed6f3-7167-5c2b-b1b3-c9c49860a01e,10.101.4.5,3b8de9e0-054e-5374-967d-5fbc3ea1a4b8,Linux Red Hat (lab-aps1-rnd-app24),6.10
a8d7739a-e83d-52c4-89c8-8362e0b463c3,lab-aps1-rnd-app24,AWS,i-0f66b392151749da4,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),ff09a2de-74ab-5045-8689-c542bb207ae7,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-046006e5022f4d3af,02f999c2-fdde-5e0f-80b2-202417cfba4c,10.101.1.210,3b8de9e0-054e-5374-967d-5fbc3ea1a4b8,Linux Red Hat (lab-aps1-rnd-app24),6.10
0f966682-8a65-5c3c-9e51-daa231af4a60,osttra-nexus-vm-asg,AWS,i-0e11edba1e5ba16c4,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),addc9627-f013-58f5-a818-4b6402bb742c,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0e569794a451e1561,866a76fa-e647-5779-9047-1438d826e1b7,10.101.0.199,70825032-7561-5b11-8764-a5b348f75745,Amazon Linux 2023 (osttra-nexus-vm-asg),2023.4.20240429 (Amazon Linux)
1710357d-23e6-5f45-a55e-c58d3ca734b6,traianaops-lab-india-connector-node,AWS,i-0add2fe30afd331b4,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),2f135a59-13f0-52bb-ab30-0f1553c41c5f,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0f1b6c31d768148f7,3eaf31c8-eed2-5c45-8a6d-65b23cb0ff04,10.101.3.212,8bd5c0e4-24c0-5889-b0c5-02b4b1bb4065,Amazon Linux 2 (traianaops-lab-india-connector-node),2 (Karoo)
ce78e57e-8eff-57b1-b9f2-50bdf1f2127e,lab-aps1-cm2,AWS,i-0eb7f4528a261151a,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),11993ba3-3f10-5002-a9c0-9a010b601ec5,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-00d19552315437ae7,1548e64a-53f5-5499-9a3a-4631fcf81d69,10.101.0.54,fd002929-1e0e-589c-9c50-a097868469eb,Linux Red Hat (lab-aps1-cm2),6.10
ce78e57e-8eff-57b1-b9f2-50bdf1f2127e,lab-aps1-cm2,AWS,i-0eb7f4528a261151a,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),5b32efd0-1423-5abf-a8c6-142398a84751,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-08eff9338802fd8a2,d6204ce0-b52b-5e08-9901-bf08233eb47a,10.101.5.91,fd002929-1e0e-589c-9c50-a097868469eb,Linux Red Hat (lab-aps1-cm2),6.10
5744fa78-e63b-5223-a4ae-9f65619a190c,traiana-fx-trm-automation-non-prod-asg,AWS,i-0cf3292e41c6b2bc7,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),2ade8b6f-6e17-57be-b5c8-5a3264265e59,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-011c86d49cf0aa57c,46d2d57b-8a5c-5199-ada0-7b95b42bed8f,10.101.4.28,f792415f-3711-55fc-a037-ed31205b3dcc,Windows Server 2022 (traiana-fx-trm-automation-non-prod-asg),20348.1607
b6150926-b13d-5094-955c-c550568776af,lab-aps1-rnd-app15,AWS,i-02dbbc79c58339048,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),e8f1ebb2-ee63-50b8-b717-39424e338557,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0f0344cd0a14f5210,49f04235-83f2-5b89-98e5-3968cd23fb08,10.101.4.158,825b8fe9-bfa5-5cc3-9b80-0eb75905e01b,Linux Red Hat (lab-aps1-rnd-app15),6.10
b6150926-b13d-5094-955c-c550568776af,lab-aps1-rnd-app15,AWS,i-02dbbc79c58339048,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),2d261d89-dbfb-5327-92a9-eaa4aa94b333,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-055b0d9045e94ab69,46519d3b-898f-5cf2-94d9-9dee6dcc5d55,10.101.1.252,825b8fe9-bfa5-5cc3-9b80-0eb75905e01b,Linux Red Hat (lab-aps1-rnd-app15),6.10
cc53b803-46ff-51b8-a6cd-6a48e256d58c,lab-aps1-rnd-dnmqa2,AWS,i-0d6640518bdc1156b,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),3b212148-d600-51cf-87cd-b72aa44c01dd,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0e6828d2a108afb15,6ffbf2ec-a2ad-59d3-b78c-0ac5fde6da93,10.101.1.73,905b0b0b-284d-5161-b656-7c7815c72145,Linux Red Hat (lab-aps1-rnd-dnmqa2),6.10
