VIRTUAL_MACHINE.ID,VIRTUAL_MACHINE.Name,VIRTUAL_MACHINE.cloudPlatform,VIRTUAL_MACHINE.externalId,VIRTUAL_MACHINE.status,REGION.ID,REGION.Name,NETWORK_INTERFACE.ID,NETWORK_INTERFACE.Name,NETWORK_ADDRESS.ID,NETWORK_ADDRESS.Name,HOSTED_TECHNOLOGY.ID,HOSTED_TECHNOLOGY.Name,HOSTED_TECHNOLOGY.version
5fea9422-f7ad-55f3-b816-a97d4c83fb29,osttra-crushftp-qa-server,AWS,i-0a9249467d8b67dbe,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),c7b2a8c2-3da0-5353-bfdf-c1c4936b026a,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0e1701baba1f7b289,4761f47b-4a44-58cf-98d3-f546e844fb66,10.101.1.129,ae0b873f-7082-5175-86df-884d09147394,Linux Red Hat (osttra-crushftp-qa-server),9.5
43b08350-45b9-5eec-913a-f8e94a02aa0a,lab-aps1-dc3,AWS,i-02e71222b20344e1d,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),64ce350c-64f4-5096-af92-999596860441,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-09a19eb632c826efa,f02035d1-39dc-5b36-9fd8-9bffa460c2f7,10.101.0.158,c5495f00-89a6-5280-a663-d1c5dd3ada9b,Windows Server 2019 (lab-aps1-dc3),17763.7919
1cebdc08-e54b-51fb-bac4-5ac3a59893ad,lab-aps1-dc1,AWS,i-08ffde7e5c83f8036,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),cee079ea-1366-50ec-b938-e4f5114ab1d2,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0077d77554e630cd6,b16e5502-7b50-5479-9661-4a39c951e824,10.101.2.48,ca368cea-ab60-5358-a315-c77331b0f10b,Windows Server 2019 (lab-aps1-dc1),17763.7919
56be436c-1585-5b41-bec6-8721f49c3a79,lab-corp-dc1,AWS,i-0d62a99d1c878e0e1,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),8f8bb960-84a8-5f67-9906-99f0c678c588,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0b18ccfaeb1206e3b,bbc962c4-2bcc-5b8b-bcf9-ddeaffbea138,10.101.0.109,375a5d29-b1af-5a8f-b003-39559dd29366,Windows Server 2019 (lab-corp-dc1),17763.7919
e4abc21b-8bcd-50c3-9219-48138f2329d5,ec2l-con-mq1,AWS,i-c2f0214f,Active,d650e1f1-db4b-531f-9ffe-65ebae140999,eu-west-1 (655055017009),37816f32-981c-5dae-80a5-92c0a6341cd8,arn:aws:ec2:eu-west-1:655055017009:network-interface/eni-13c1115f,8b57530c-0413-53bc-8b52-282b7b6de266,10.150.0.208,efd8de48-a29e-5314-94c4-7c3830d0e5cf,Windows Server 2019 (ec2l-con-mq1),17763.7792
ca6e101c-c834-559d-8a7a-5d553a8bcb75,lab-corp-dc2,AWS,i-0109ec438f34de0cb,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),70520590-982d-5e8d-9b7d-2d7c25b25756,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-092df00fddf84c3e7,6ef400a4-6c70-5d8d-b40a-5400a298bbdd,10.101.3.216,0ae88b58-be03-589b-b090-958f5065a3a6,Windows Server 2019 (lab-corp-dc2),17763.7919
7e486936-0a3b-55b6-8ada-c95aa13db2ad,lab-aps1-dc2,AWS,i-03e3d0cf0fcb94d88,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),e5326065-a1ed-5082-ba10-534141d7269b,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0299b091ce5b9309b,ba6b7848-4130-5ed6-b44d-beae63267bb1,10.101.2.16,e83c1672-11e2-5016-a6df-ee192b601aef,Windows Server 2019 (lab-aps1-dc2),17763.7919
e551dae9-b2db-541f-8812-3fd619e00caf,lab-mq2,AWS,i-017521c6c5ab35998,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),edc67d32-fe88-5e0c-8434-03125b48e8cd,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-0ef79375cccab3739,01672622-9893-5648-a787-4d20933db422,10.101.4.126,0948c30a-68e0-5193-aba9-7053835d0cf0,Windows Server 2019 (lab-mq2),17763.7922
57297db0-83ef-5824-9ce3-1d8a987a6d14,lab-mq1,AWS,i-048b1d593992e676e,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),f203be80-a493-583f-9cb0-d25f83778a83,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-07433f3927eb62adf,d97186dd-2a2d-5acd-a0c0-e4083e4018cd,10.101.5.188,1f60c245-796e-50dc-8cff-a78c5c51d872,Windows Server 2019 (lab-mq1),17763.7922
bea8ba5d-9731-5a71-8142-a424aec1ab65,lab-mq3,AWS,i-06eee7e0550b664b1,Active,dd53d5fe-0696-51a6-a0bf-ca2790fa3b9d,ap-south-1 (655055017009),3753f9bf-bae4-5db8-8a6f-b5ed04c5b52b,arn:aws:ec2:ap-south-1:655055017009:network-interface/eni-010adf87d6b9bef19,4b0c0767-b0c1-5cdd-8173-41201166eb0b,10.101.4.32,fa31c741-75b0-5dbd-af7d-af43deb41654,Windows Server 2019 (lab-mq3),17763.7922
